# flux          loglam   ivar         
  1.3076632     3.5967   1.7245973    
  0.18975687    3.5968   1.815545     
  0.1303971     3.5969   1.829397     
  0.81032676    3.597    1.9471965    
  0.8239316     3.5971   2.1400735    
  0.9349916     3.5972   2.0381823    
  2.0944352     3.5973   1.6157418    
  0.47454238    3.5974   1.8663458    
  0.32536626    3.5975   1.6690233    
  1.3515292     3.5976   1.9549867    
  -1.0660318    3.5977   2.5441377    
  -0.3343351    3.5978   2.5622945    
  1.2232337     3.5979   2.1089418    
  0.97795314    3.598    2.0098484    
  0.7221232     3.5981   2.240938     
  1.7691396     3.5982   1.9458132    
  2.5278537     3.5983   1.9915082    
  1.3652453     3.5984   2.3692503    
  1.4229188     3.5985   2.5897124    
  1.1215509     3.5986   2.7388034    
  1.3191111     3.5987   2.7888503    
  1.6936551     3.5988   2.8032548    
  0.69809073    3.5989   3.1934967    
  0.8764342     3.599    3.1255586    
  1.7238224     3.5991   2.2934446    
  2.9073582     3.5992   1.7812034    
  3.0216627     3.5993   1.6872815    
